0,0,6
1,0,6
2,0,7
3,0,6
4,0,5
5,0,6
6,0,7
7,0,6
8,0,7
9,0,4
10,0,7
11,0,6
12,0,4
13,0,7
14,0,5
15,0,7
16,0,6
17,0,6
18,0,6
19,0,7
20,0,6
21,0,6
22,0,6
23,0,6
24,0,6
25,0,6
26,0,6
27,0,4
28,0,6
29,0,6
30,0,7
31,0,5
32,0,4
33,0,6
34,0,7
35,0,5
36,0,6
37,0,8
38,0,6
39,0,5
0,1,7
1,1,9
2,1,6
3,1,8
4,1,5
5,1,5
6,1,6
7,1,6
8,1,6
9,1,6
10,1,6
11,1,6
12,1,7
13,1,6
14,1,6
15,1,5
16,1,6
17,1,6
18,1,3
19,1,8
20,1,4
21,1,9
22,1,2
23,1,10
24,1,8
25,1,4
26,1,7
27,1,6
28,1,6
29,1,6
30,1,5
31,1,6
32,1,7
33,1,6
34,1,4
35,1,7
36,1,7
37,1,4
38,1,8
39,1,5
0,2,2
1,2,5
2,2,4
3,2,6
4,2,7
5,2,5
6,2,5
7,2,6
8,2,7
9,2,6
10,2,6
11,2,7
12,2,5
13,2,7
14,2,6
15,2,3
16,2,6
17,2,6
18,2,6
19,2,5
20,2,10
21,2,3
22,2,4
23,2,5
24,2,6
25,2,5
26,2,6
27,2,5
28,2,6
29,2,5
30,2,10
31,2,4
32,2,7
33,2,7
34,2,2
35,2,3
36,2,7
37,2,8
38,2,6
39,2,4
0,3,6
1,3,7
2,3,4
3,3,7
4,3,5
5,3,6
6,3,6
7,3,5
8,3,6
9,3,7
10,3,7
11,3,5
12,3,4
13,3,6
14,3,3
15,3,7
16,3,6
17,3,10
18,3,6
19,3,3
20,3,4
21,3,4
22,3,7
23,3,6
24,3,7
25,3,6
26,3,8
27,3,5
28,3,7
29,3,7
30,3,4
31,3,3
32,3,8
33,3,6
34,3,8
35,3,4
36,3,4
37,3,5
38,3,6
39,3,7
0,4,7
1,4,8
2,4,5
3,4,6
4,4,7
5,4,7
6,4,6
7,4,9
8,4,6
9,4,3
10,4,6
11,4,7
12,4,5
13,4,8
14,4,4
15,4,7
16,4,4
17,4,6
18,4,7
19,4,6
20,4,6
21,4,7
22,4,6
23,4,5
24,4,8
25,4,7
26,4,7
27,4,3
28,4,6
29,4,6
30,4,10
31,4,4
32,4,6
33,4,6
34,4,5
35,4,6
36,4,7
37,4,6
38,4,6
39,4,6
0,5,6
1,5,6
2,5,5
3,5,5
4,5,5
5,5,7
6,5,6
7,5,7
8,5,5
9,5,5
10,5,6
11,5,5
12,5,5
13,5,8
14,5,8
15,5,7
16,5,6
17,5,7
18,5,7
19,5,6
20,5,6
21,5,7
22,5,5
23,5,6
24,5,6
25,5,5
26,5,7
27,5,6
28,5,7
29,5,6
30,5,8
31,5,5
32,5,6
33,5,7
34,5,8
35,5,6
36,5,7
37,5,6
38,5,5
39,5,6
0,6,6
1,6,7
2,6,6
3,6,6
4,6,4
5,6,8
6,6,6
7,6,6
8,6,6
9,6,6
10,6,9
11,6,7
12,6,6
13,6,7
14,6,5
15,6,6
16,6,6
17,6,6
18,6,6
19,6,7
20,6,6
21,6,6
22,6,8
23,6,6
24,6,4
25,6,5
26,6,5
27,6,8
28,6,5
29,6,6
30,6,5
31,6,6
32,6,8
33,6,5
34,6,5
35,6,7
36,6,6
37,6,7
38,6,6
39,6,6
0,7,7
1,7,7
2,7,6
3,7,5
4,7,5
5,7,7
6,7,6
7,7,7
8,7,5
9,7,7
10,7,4
11,7,3
12,7,6
13,7,6
14,7,7
15,7,8
16,7,6
17,7,6
18,7,7
19,7,5
20,7,6
21,7,5
22,7,8
23,7,4
24,7,6
25,7,8
26,7,6
27,7,7
28,7,7
29,7,7
30,7,8
31,7,6
32,7,2
33,7,6
34,7,5
35,7,5
36,7,4
37,7,8
38,7,5
39,7,7
0,8,6
1,8,3
2,8,5
3,8,7
4,8,7
5,8,6
6,8,5
7,8,6
8,8,5
9,8,3
10,8,9
11,8,6
12,8,4
13,8,6
14,8,4
15,8,5
16,8,4
17,8,7
18,8,7
19,8,5
20,8,8
21,8,10
22,8,6
23,8,5
24,8,6
25,8,7
26,8,5
27,8,4
28,8,6
29,8,4
30,8,6
31,8,2
32,8,10
33,8,6
34,8,5
35,8,4
36,8,8
37,8,5
38,8,4
39,8,7
0,9,6
1,9,5
2,9,6
3,9,7
4,9,7
5,9,5
6,9,6
7,9,7
8,9,6
9,9,7
10,9,5
11,9,10
12,9,10
13,9,6
14,9,7
15,9,1
16,9,4
17,9,1
18,9,8
19,9,6
20,9,4
21,9,4
22,9,5
23,9,7
24,9,4
25,9,7
26,9,7
27,9,7
28,9,7
29,9,7
30,9,6
31,9,6
32,9,7
33,9,6
34,9,6
35,9,7
36,9,5
37,9,7
38,9,7
39,9,6
0,10,6
1,10,10
2,10,5
3,10,8
4,10,5
5,10,7
6,10,7
7,10,6
8,10,3
9,10,7
10,10,7
11,10,3
12,10,4
13,10,5
14,10,5
15,10,10
16,10,10
17,10,8
18,10,9
19,10,6
20,10,6
21,10,6
22,10,4
23,10,5
24,10,7
25,10,6
26,10,6
27,10,6
28,10,6
29,10,5
30,10,6
31,10,4
32,10,4
33,10,6
34,10,8
35,10,7
36,10,6
37,10,5
38,10,6
39,10,5
0,11,4
1,11,10
2,11,4
3,11,5
4,11,6
5,11,6
6,11,6
7,11,5
8,11,6
9,11,7
10,11,6
11,11,7
12,11,5
13,11,7
14,11,6
15,11,6
16,11,6
17,11,7
18,11,2
19,11,4
20,11,7
21,11,6
22,11,6
23,11,5
24,11,5
25,11,5
26,11,8
27,11,3
28,11,4
29,11,6
30,11,7
31,11,6
32,11,5
33,11,6
34,11,5
35,11,5
36,11,7
37,11,4
38,11,7
39,11,10
0,12,4
1,12,4
2,12,3
3,12,7
4,12,7
5,12,6
6,12,6
7,12,7
8,12,7
9,12,6
10,12,5
11,12,8
12,12,7
13,12,6
14,12,4
15,12,4
16,12,10
17,12,6
18,12,7
19,12,7
20,12,3
21,12,9
22,12,6
23,12,4
24,12,7
25,12,7
26,12,6
27,12,7
28,12,5
29,12,3
30,12,6
31,12,6
32,12,5
33,12,9
34,12,9
35,12,5
36,12,8
37,12,6
38,12,5
39,12,4
0,13,7
1,13,7
2,13,8
3,13,4
4,13,7
5,13,4
6,13,5
7,13,7
8,13,4
9,13,7
10,13,6
11,13,3
12,13,7
13,13,4
14,13,5
15,13,7
16,13,6
17,13,0
18,13,6
19,13,7
20,13,6
21,13,7
22,13,4
23,13,6
24,13,6
25,13,9
26,13,7
27,13,8
28,13,6
29,13,6
30,13,9
31,13,6
32,13,7
33,13,6
34,13,7
35,13,8
36,13,5
37,13,8
38,13,6
39,13,5
0,14,7
1,14,4
2,14,9
3,14,5
4,14,4
5,14,10
6,14,10
7,14,4
8,14,7
9,14,3
10,14,7
11,14,9
12,14,6
13,14,6
14,14,9
15,14,6
16,14,10
17,14,5
18,14,9
19,14,5
20,14,6
21,14,7
22,14,6
23,14,9
24,14,5
25,14,5
26,14,4
27,14,7
28,14,3
29,14,5
30,14,9
31,14,2
32,14,6
33,14,6
34,14,3
35,14,7
36,14,5
37,14,6
38,14,6
39,14,9
0,15,6
1,15,6
2,15,3
3,15,7
4,15,5
5,15,5
6,15,8
7,15,3
8,15,7
9,15,4
10,15,6
11,15,5
12,15,5
13,15,5
14,15,6
15,15,5
16,15,4
17,15,1
18,15,5
19,15,5
20,15,6
21,15,7
22,15,3
23,15,6
24,15,3
25,15,10
26,15,6
27,15,7
28,15,7
29,15,3
30,15,4
31,15,6
32,15,10
33,15,3
34,15,8
35,15,5
36,15,5
37,15,3
38,15,7
39,15,7
0,16,5
1,16,8
2,16,7
3,16,5
4,16,8
5,16,4
6,16,5
7,16,10
8,16,5
9,16,3
10,16,9
11,16,9
12,16,5
13,16,1
14,16,10
15,16,4
16,16,6
17,16,9
18,16,7
19,16,4
20,16,6
21,16,6
22,16,8
23,16,7
24,16,3
25,16,8
26,16,3
27,16,6
28,16,4
29,16,9
30,16,4
31,16,6
32,16,6
33,16,6
34,16,8
35,16,7
36,16,6
37,16,4
38,16,5
39,16,4
0,17,6
1,17,3
2,17,7
3,17,7
4,17,6
5,17,5
6,17,3
7,17,6
8,17,8
9,17,9
10,17,3
11,17,7
12,17,7
13,17,8
14,17,7
15,17,7
16,17,4
17,17,8
18,17,6
19,17,4
20,17,9
21,17,3
22,17,5
23,17,7
24,17,9
25,17,8
26,17,6
27,17,4
28,17,10
29,17,10
30,17,5
31,17,7
32,17,6
33,17,4
34,17,2
35,17,5
36,17,4
37,17,7
38,17,8
39,17,5
0,18,7
1,18,6
2,18,7
3,18,6
4,18,4
5,18,5
6,18,6
7,18,9
8,18,9
9,18,1
10,18,3
11,18,10
12,18,3
13,18,4
14,18,9
15,18,5
16,18,6
17,18,5
18,18,9
19,18,7
20,18,7
21,18,2
22,18,5
23,18,4
24,18,4
25,18,5
26,18,6
27,18,4
28,18,4
29,18,7
30,18,4
31,18,6
32,18,10
33,18,9
34,18,0
35,18,6
36,18,7
37,18,6
38,18,6
39,18,4
0,19,5
1,19,6
2,19,8
3,19,4
4,19,7
5,19,6
6,19,6
7,19,5
8,19,7
9,19,3
10,19,4
11,19,3
12,19,6
13,19,10
14,19,6
15,19,3
16,19,8
17,19,5
18,19,3
19,19,10
20,19,5
21,19,9
22,19,10
23,19,9
24,19,2
25,19,10
26,19,6
27,19,6
28,19,6
29,19,10
30,19,4
31,19,5
32,19,2
33,19,8
34,19,10
35,19,9
36,19,6
37,19,6
38,19,5
39,19,6
0,20,6
1,20,6
2,20,4
3,20,2
4,20,6
5,20,8
6,20,8
7,20,3
8,20,6
9,20,4
10,20,7
11,20,10
12,20,3
13,20,6
14,20,6
15,20,6
16,20,5
17,20,5
18,20,6
19,20,5
20,20,4
21,20,3
22,20,3
23,20,10
24,20,5
25,20,4
26,20,5
27,20,6
28,20,5
29,20,5
30,20,5
31,20,6
32,20,5
33,20,4
34,20,6
35,20,5
36,20,0
37,20,7
38,20,8
39,20,6
0,21,9
1,21,4
2,21,9
3,21,6
4,21,6
5,21,8
6,21,7
7,21,10
8,21,6
9,21,7
10,21,6
11,21,4
12,21,5
13,21,3
14,21,10
15,21,3
16,21,3
17,21,8
18,21,5
19,21,8
20,21,6
21,21,10
22,21,7
23,21,3
24,21,4
25,21,10
26,21,6
27,21,10
28,21,10
29,21,3
30,21,10
31,21,5
32,21,7
33,21,5
34,21,10
35,21,7
36,21,5
37,21,10
38,21,6
39,21,5
0,22,5
1,22,6
2,22,8
3,22,6
4,22,8
5,22,10
6,22,2
7,22,7
8,22,4
9,22,7
10,22,6
11,22,7
12,22,10
13,22,3
14,22,6
15,22,9
16,22,2
17,22,8
18,22,2
19,22,9
20,22,2
21,22,6
22,22,3
23,22,4
24,22,8
25,22,6
26,22,4
27,22,5
28,22,2
29,22,7
30,22,4
31,22,5
32,22,6
33,22,4
34,22,5
35,22,4
36,22,5
37,22,5
38,22,5
39,22,7
0,23,6
1,23,3
2,23,6
3,23,4
4,23,6
5,23,6
6,23,8
7,23,6
8,23,8
9,23,7
10,23,5
11,23,5
12,23,9
13,23,6
14,23,2
15,23,8
16,23,6
17,23,6
18,23,7
19,23,8
20,23,4
21,23,6
22,23,6
23,23,6
24,23,1
25,23,5
26,23,4
27,23,6
28,23,4
29,23,8
30,23,7
31,23,6
32,23,7
33,23,6
34,23,6
35,23,5
36,23,9
37,23,5
38,23,5
39,23,6
0,24,5
1,24,4
2,24,10
3,24,8
4,24,3
5,24,7
6,24,1
7,24,4
8,24,6
9,24,7
10,24,3
11,24,6
12,24,4
13,24,5
14,24,6
15,24,7
16,24,5
17,24,7
18,24,7
19,24,10
20,24,8
21,24,8
22,24,7
23,24,8
24,24,10
25,24,9
26,24,10
27,24,5
28,24,5
29,24,6
30,24,6
31,24,9
32,24,5
33,24,6
34,24,6
35,24,7
36,24,6
37,24,7
38,24,5
39,24,7
0,25,9
1,25,8
2,25,6
3,25,4
4,25,4
5,25,6
6,25,7
7,25,8
8,25,5
9,25,5
10,25,6
11,25,5
12,25,7
13,25,5
14,25,6
15,25,9
16,25,3
17,25,5
18,25,10
19,25,0
20,25,4
21,25,9
22,25,4
23,25,7
24,25,2
25,25,8
26,25,4
27,25,5
28,25,3
29,25,10
30,25,1
31,25,6
32,25,10
33,25,9
34,25,5
35,25,6
36,25,8
37,25,4
38,25,8
39,25,5
0,26,5
1,26,5
2,26,4
3,26,4
4,26,7
5,26,7
6,26,6
7,26,7
8,26,5
9,26,7
10,26,8
11,26,8
12,26,9
13,26,5
14,26,6
15,26,5
16,26,5
17,26,5
18,26,10
19,26,4
20,26,5
21,26,2
22,26,5
23,26,6
24,26,3
25,26,10
26,26,4
27,26,9
28,26,8
29,26,10
30,26,5
31,26,4
32,26,4
33,26,3
34,26,7
35,26,6
36,26,5
37,26,4
38,26,7
39,26,4
0,27,5
1,27,8
2,27,6
3,27,10
4,27,5
5,27,5
6,27,8
7,27,4
8,27,4
9,27,6
10,27,5
11,27,3
12,27,6
13,27,3
14,27,4
15,27,6
16,27,5
17,27,4
18,27,5
19,27,6
20,27,5
21,27,7
22,27,7
23,27,6
24,27,8
25,27,2
26,27,3
27,27,4
28,27,5
29,27,8
30,27,5
31,27,7
32,27,9
33,27,10
34,27,6
35,27,7
36,27,6
37,27,3
38,27,7
39,27,9
0,28,6
1,28,6
2,28,6
3,28,6
4,28,2
5,28,7
6,28,6
7,28,7
8,28,6
9,28,10
10,28,2
11,28,10
12,28,7
13,28,7
14,28,4
15,28,5
16,28,10
17,28,6
18,28,6
19,28,6
20,28,9
21,28,4
22,28,4
23,28,1
24,28,1
25,28,9
26,28,0
27,28,9
28,28,5
29,28,6
30,28,8
31,28,5
32,28,3
33,28,5
34,28,8
35,28,5
36,28,7
37,28,6
38,28,6
39,28,5
0,29,4
1,29,7
2,29,9
3,29,3
4,29,5
5,29,8
6,29,5
7,29,7
8,29,6
9,29,5
10,29,7
11,29,4
12,29,7
13,29,6
14,29,9
15,29,6
16,29,6
17,29,7
18,29,6
19,29,10
20,29,8
21,29,8
22,29,8
23,29,10
24,29,8
25,29,10
26,29,7
27,29,8
28,29,5
29,29,5
30,29,6
31,29,6
32,29,5
33,29,6
34,29,4
35,29,6
36,29,8
37,29,5
38,29,7
39,29,4
0,30,8
1,30,4
2,30,4
3,30,7
4,30,6
5,30,7
6,30,9
7,30,5
8,30,6
9,30,6
10,30,4
11,30,6
12,30,5
13,30,4
14,30,6
15,30,6
16,30,6
17,30,5
18,30,2
19,30,10
20,30,3
21,30,4
22,30,6
23,30,4
24,30,8
25,30,4
